Name,Ward,Address,Landline Nos.,Class from,Class to,School Type,Website,Email,BMC Dept.,Twitter Handle,Direction,
SITARAM PRAKASH HIGH SCHOOL - HINDI PRIMARY,F/ N -WARD,"205 A, RAFI AHMED KIDWAI ROAD, WADALA, MUMBAI",022-24128061,1,4,3-Co-educational,education.maharashtra.gov.in/saral/272121000276,sph_school@yahoo.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0180650001954,72.8591729997942",
SMT LAXMIBAI VALANJU LP,K/W,Jogeshwari East Mumbai,022-28240317,1,4,3-Co-educational,www.shrisamartheducation.com,slvalanjuvidyalaya@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1403440004725,72.8529429998107",
SMT R N SHETH RATNA CHANDRJI E,N WARD,JUNCTION OF CAMA LANE AND HANSOTI LANE GHATKOPAR WEST MUMBAI 400086,022-25164361,1,4,2-Girls,sprjktrust.org,rnshethengpri@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0836700001062,72.9014170001658",
SMT RAMKALI DEVI SANMAN SINGH VIDYAMANDIR(H.P),S-WARD,Sanmansinghmarg bhandup west Mumbai 400078,022-25963728,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220600230,smtrsshp72@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.148349999868,72.9291719995681",
SMT SURAJBA VIDYA MANDIR GUJLP,K/W,"H.F. Society Road No. 3, Natwar Nagar, Jogeshwari - E, Mumbai- 4000060",022-28246853,1,4,3-Co-educational,www.surajbavidyamandir.org,smt_surajba@yahoo.co.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.130529000233,72.8509680000111",
SMT. PANCHIBEN KARAMASHI GANGAR HINDI PRI SCH.,R / N,swami viekanand education centre misquitta nagar vidya mandir marg dahsiar east,022-28283259,1,4,3-Co-educational,,pkgangarprimary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2235930004721,72.8656149998831",
SMT. RAJDEVI PRATHMIK HINDI VIDYALAYA,R/S-WARD,Indiara Nagar Iraniwadi Road No 4 Kandivali West Mumbai 400067,022-29675079,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27221000232,smtrajdeviprathmikvidyalaya@ymail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2007400006314,72.8347800002531",
SMT. RAMILABEN MANGUBHAI DATTANI ENGLISH PRIMARY SCHOOL,R/S-WARD,"SRMDEng.Pri.School, Kandivali west,Mumbai -400 067",022-28080310,1,4,3-Co-educational,www.kes.ac.in,svpengprisec@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2029469992277,72.8454629997906",
SMT. SHUSHILA MAHADEV PADHYE PRIMARY SCHOOL,R / C,"123/124. abhinav nagar , borivali east, mumbai-400066",022-28973935,1,4,3-Co-educational,,Abinavprimary125@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.230631999846,72.8702149994024",
SOCIAL SERVICE LEAGE PRIMARY SCHOOL,F/S - WARD,NM Joshi Vidyasankul DrAambedker Road Parel12,022-24706311,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27221000101,sslparel@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0046619998487,72.8386690000359",
SPS SUVIDYALYA PRI,R / C,PARANJPE NAGAR VAZIRA NAKA BORIVALI WEST,022-28338517,1,4,3-Co-educational,,suvidyalay.primary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2315860002535,72.8434349999655",
SRI DASMESH PUBLIC SCHOOL,T-WARD,"131, guru gobind singh marg, mulund colony, mulund west",022-25610708,1,4,3-Co-educational,,dasmesh13@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1765960006567,72.9369970004555",
SSM PRAGTIK VIDYALAYA,S-WARD,"GAONDEVI ROAD - TEMBIPADA- BHANDUP WEST, MUMBAI 400078",022-25953860,1,4,3-Co-educational,,ssmpragatik@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1559679999529,72.9319419998056",
ST ALOYSIUS ENG PRI SCHOOL,R / C,"GORAI VILLAGE, MUMBAI SUBURBAN",022-28452482,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220100180,staloysiusprimarys@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2403929996571,72.7829259994782",
ST CATHERINES LP MAR,K/E,ST CATHERINES HOME VEERA DESAI ROAD ANDHERI WEST 400058,022-26760953,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220400465,srloretadias@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1339810000316,72.840659000571",
ST FRANCIS DASSISI LP SCHOOL,R / N,Mt. Poincur Borivili west,022-28931558,1,4,1-Boys,wwwsfdassisi.com,hmstfrancisprimari@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.24371800037,72.8530650002394",
ST FRANCIS XAVIER SCHOOL,H/W -WARD,9 Sherly. Off Carter Rd. Bandra West. Mum - 50,022-26008257,1,4,3-Co-educational,ecation.maharashtra.gov.in/saral/27220500122,st.francis.bandra@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0659420002806,72.8238279998171",
ST JOSEPHS HIGH SCHOOL LP,E,"Dr.Mrs Leela Melville Marg,Agripada",022-23009966,1,4,2-Girls,www.education.maharashtea.gov.in/saral/27221200567,stjosepri@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=18.9731960004545,72.8257750001415",
ST LOUIS CONVENT LP,K/E,"Louis Convent Marg, 4 Bungalows, Andheri West,Mumbai - 400053.",022-26355465,1,4,2-Girls,www.stlouisconventhighschool.org,louisconventhighschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1270749996173,72.8242330004253",
ST STANISLAUS HIGH SCHOOL LP,H/W -WARD,St. Peters Church Stop Hill Road Bandra West Mumbai 400050,022-26430386,1,4,1-Boys,education.maharashtra.gov.in/saral/27220500102,headmistress@stanislausbandra.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0558000004435,72.8334790001674",
ST. FRANCIS XAVIER SCHOOL KANJUR MARAG(EAST),S-WARD,ST FRANCIS XAVIER SCHOOL PRIMARY SECTION KANJUR E CHURCH ROAD MUMBAI 400042,022-25781844,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220600198,kanjurstfxprimary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1346030004491,72.937684000271",
ST.ANNE'S HIGH SCHOOL MARATHI,R / C,L.T. ROAD BORIVALI WEST MUMBAI,022-28992033,1,4,2-Girls,,stannepri@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2281730000673,72.8504610002219",
SUBHEDAR RAMJI AMBEDKAR VIDYALAYA,R / N,HANUMAN NAGAR KETAKIPADA DAHISAR EAST MUMBAI400068,022-64202022,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220100360,dhruvi3848@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.257564000049,72.8736839993062",
SUDHA MOHAN VERANEKAR LP,M/W,"N.G.ACHARYA MARG,SUBHASHNAGAR,CHEMBUR,MUMBAI,PIN-400071",022-25214641,1,4,3-Co-educational,,smvps1962@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0602369993807,72.9055539997306",
SUVIDAYA MHC CHOUGALE VID,R / C,SPS Manohar Hariram Chogale Vidyalaya Gorai LInk Road GoraiBorivali W Mumbai 92,022-28673747,1,4,3-Co-educational,,mhchogaleprimary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2294739998182,72.8279579998666",
SWAMI VIVEKANAND HINDI,P/N- WARD,Deendayal nagar appapada malad east mumai 400097,022-29661511,1,4,3-Co-educational,,swamivivekananadhindischool734@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1900040000289,72.8745460001974",
SWAMI VIVEKANAND HINDI LP,K/E,Meghwadi Jogeshwari East Mumbai 400060,022-28301841,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220400227,naginarsinghsvhp@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1327000006561,72.8602579998035",
SWAMI VIVEKANAND MAR,P/N- WARD,"Appa Paad Kurar,Malad E",022-29661313,1,4,3-Co-educational,,swamivivekanandschoolmarathi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.189778000434,72.8744600003995",
SARASWATI MANDIR MAR LP,G / N,SENAPATI BAPAT MARG MAHIM,022-24376117,1,4,3-Co-educational,www.saraswatimandir.mahim.in,smmps.mahim@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.034428000346,72.8473639998508",
SARASWATI HINDI LP,S-WARD,"Tulshet pada, lake road, bhandup",022-25957737,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220600259,sarswati.hindi.primary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1606789998258,72.9318269998341",
SARASWATI MANDIR ENG LP,G / N,"Senapati Bapat Marg, Mahim.Mumbai 400016",022-24376117,1,4,3-Co-educational,www.saraswatimandir.mahim.in,smeps.mahim@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0343650000602,72.8475319994909",
SARASWATI VIDYALAYA KANJUR MARATHI,S-WARD,BEHIND BMC SCHOOL KANJUR EAST MUMBAI - 42,022-25774896,1,4,3-Co-educational,,saraswati.kanjurmarg@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.134534000299,72.9382309997188",
SARASWATI VIDYAMADIR BHATWADI,N WARD,Saraswati Vidya Mandir Bhatwadi Ghatkopar,022-25167043,1,4,3-Co-educational,www.saraswatividyamandir.org.in,saraswatip0811@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0926479998083,72.9025469997348",
SARDAR VALLABHBHAI PATEL V. V.,R/S-WARD,"BHOGILAL FADIA ROAD,NEAR MAYUR TOLIES,KANDIVALI WEST, mUMBAI -400 067.",022-28080310,1,4,3-Co-educational,www.kec.ac.in,gujaratiprimary@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2028260002006,72.8457820000823",
SARSWATI VIDYALAYA,M/W,Plot Nos 223 and 224 11th Road Chembur Mumbai 71,022-25286209,1,4,3-Co-educational,,saraswatividyala2002@yahoo.co.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0566869999004,72.8988399996905",
SARSWATI VIDYAMANDIR MAR,S-WARD,NARDAS NAGAR TP ROAD BHANDUP WEST MUMBAI 400078,022-25951706,1,4,3-Co-educational,,shreesaraswatipri.bhandup@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1353429998917,72.9288139995324",
SAVITRIBAI PHULE GIRLS LP,L- WARD,"Tilaknagar, Sakinaka, Mumbai - 400072.",022-28516494,1,4,2-Girls,,savitribaiphulegirlsschool@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1010749998807,72.8942030001006",
SAVITRIBAI PHULEY BAL VIKAS LP,L- WARD,AZAD GULLY V N PURAV MARG CHUNABHATTI,022-0,1,4,3-Co-educational,,spbpv.22@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.057290999289,72.8743750003541",
SCHOOL OF THE SACRED HEART,E,"SUNDARDAS TERRACE, SANKLI STREET, BYCULLA WEST , MUMBAI - 400008",022-23090815,1,4,1-Boys,https://education.maharashtra.gov.in/saral/27221200555,sacredheart815@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=18.9722279997035,72.8303200002751",
SETT R J J PRIMARY SCHOOL,A,"209,Dadabhai Naoroji Road,Fort-Mumbai-400001",022-22620968,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27221200135,srjjprimaryschool1987@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=18.9367400002474,72.8342029999753",
SEVA SADAN SOC PRIMARY SCHOOL,D,"SEVASADAN ANNEX PANDITA RAMABAI MARG, GAMDEVI - MUMBAI -400007",022-23872940,1,4,3-Co-educational,https://education.maharashtra.gov.in/saral/27221200407,sevasadanschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=18.960029000058,72.8125740005207",
SHAILENDRA MARATHI PRIMARY SCHOOL,R / N,"SHAILENDRA NAGAR, DAHISAR",022-28962310,1,4,3-Co-educational,https://education.maharashtra.gov.in/saral/27220100365,sesmarathiprimary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2456710005225,72.8636850000492",
SHAILENDRA EDU SOC ENG,R / N,"Shailendra Nagar,Dahisar East",022-28489599,1,4,3-Co-educational,,shailendraengpri1991@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2462300002408,72.8639199998385",
SHANTABEN MADHABHAI PATEL MAR,R / N,swami vivkeanand education centre smt s.mpatelmarathiprimary schoolmisquitta nagar vidyamandir marg,022-28283259,1,4,3-Co-educational,,smpatelprimary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2542870004924,72.8596899997881",
SHANTILAL KARAMSHI SOMAIYA LP,N WARD,"SOMAIYA CAMPUS, SOMAIYA VIDYAVIHAR , VIDYAVIHAR MUMBAI 77",022-21027374,1,4,3-Co-educational,,principal.vmprimary@somaiya.edu,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0754279996784,72.8990229995574",
SHARDA LP VIDYAMANDIR,N WARD,"SHREE SAMARTH RAMDAS SWAMI MARG,NEAR GHATKOPAR BUS DEPOT,GHATKOPAE E,MUMBAI 75",022-25015324,1,4,3-Co-educational,,gspmsharadaavidyamandir@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0889669999033,72.9165739998096",
SHARDASHRAM VIDDYAMANDIR MARLP,G / N,"Bhavanishankar road Dadar, Mumbai -28.",022-24300247,1,4,3-Co-educational,www.sharadashram.org,shardashram@rediffmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.042994999913,72.8700349991973",
SHET N.L HIGH SCHOOL HINDI PRIMARY,P/N1-WARD,S V ROAD MALAD WEST MUMBAI 400 064,022-28623402,1,4,3-Co-educational,,shethnlhighschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1928079994253,72.8472870003605",
SHETH CHIMANLAL NATHURAM SCHOOL,H/E -WARD,11TH ROAD SANTACRUZ EAST,022-26124045,1,4,3-Co-educational,,kudoskids2009@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.07967899925,72.8444420001063",
SHETH DHANJI DEVSHI RASHTRIYA,N WARD,Upashraya lane Ghatkopar east Mumbai 400077,022-25010421,1,4,3-Co-educational,www.sddrst.org,sddrdgujpri@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0828759992603,72.9085609999381",
SHETH GORDHANDAS KARSANDAS SCHOOL,R / N,MINI NAGAR RAVALPADA DAHISAR EAST,022-28963079,1,4,3-Co-educational,,gkprathmik@rediffmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2493560003071,72.8676700002598",
SHETH JADAVJI JETHABHAI GUJ,R / C,MGRoadBorivaliEastMumbai400066,022-28924254,1,4,3-Co-educational,,shethjjprimarygujrath@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2324329991599,72.8596979992749",
SHETH MOTIBHAI PANCHAN RASHTRIYA SHALA,T-WARD,v.p. Road Muiund West mumbai 80,022-25694634,1,4,3-Co-educational,,smprs3675@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1698710001116,72.9502479996699",
SHETH N.L HIGH SCHOOL GUJARATI PRIMARY SECTION,P/N1-WARD,Sheth N L High School S V Road Malad West,022-28081171,1,4,3-Co-educational,,shethnlhighschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1927879996635,72.8473389999384",
SHIKSHAN RATNA PRADEEP SAMANT PRI MAR,L- WARD,NEHRU NAGAR KURLA EAST,022-25283942,1,4,3-Co-educational,,spdsamantmarathiprimary@rediffmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0621949998273,72.8847250003083",
SHIKSHAN RATNA PRADEEP SAMANT D. PRI. ENGLISH,L- WARD,NEHRU NAGAR KURLA EAST MUMBAI,022-25283941,1,4,3-Co-educational,www.education.maharashtra.gov.in,spdsamantenglishprimary@rediffmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0621300000778,72.8847219994313",
SHIRDI SAIBABA VIDYAMANDIR,R/S-WARD,singh estate near samata nagar kandivali,022-28855409,1,4,3-Co-educational,,shirdisaibabavidyamandir1989@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2036529999404,72.8719640006831",
SHISHU VIKAS MANDIR LP,L- WARD,WADIYA ESTATE BAIL BAZAR KURLA W MUM NO 400070,022-25036507,1,4,3-Co-educational,www.education.maharashtra.gov.in,shishuvikasmpd@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0860300003979,72.8796449998441",
SHISHU VIKAS PRATHAMIK VIDYALAY GJATKOPAR (E),N WARD,279 PANTNAGAR GHATKOPAR E MUMBAI 400075,022-21022838,1,4,3-Co-educational,,vanitavikasvpv@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0856230001479,72.9105680001313",
SHISHUVIHAR PRATHAMIK MARATHI SHALA,C,"14A KAKUBAI MANCHARAM BLD, ZAOBAWADI,THAKURDWAR , MUMBAI 2",022-22059469,1,4,3-Co-educational,spms1956gmail.com,spms1956@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=18.951428999837,72.8247149999546",
SHIV SHISHAN D D DESHPANDE LP,F/ N -WARD,SION CITY - MUMBAI A,022-24092904,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27221000348,babasahebdeshpande.prischool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0423930000723,72.8620829998685",
SHIVAJI SHIKSHAN SANSTHA LP,N WARD,"Pantnagar Ghatkopar East, Mumbai 400 075",022-25653498,1,4,3-Co-educational,,sssprimarymarathimedium@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0844070002025,72.9134550003113",
SHIVAJI VIDYALAYA MAR. SCHOOL,L- WARD,Shivaji Maidan Pipeline Kajupada Kurla west Mumbai,022-28510085,1,4,3-Co-educational,,sprimarysection@yahoo.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0917660000026,72.8855230002049",
SHIVAJI VIDYAMANDIR HINDI,P/N- WARD,Appa pada Malad east,022-29664228,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220300248,primarysvm@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1898279995238,72.8747739997188",
SHIVAM VIDYA MANDIR LP HINDI,L- WARD,"YADAV NAGAR, KHAIRANI ROAD, SAKINAKA, MUMBAI 400072",022-28561979,1,4,3-Co-educational,www-shivamvidyamandir.com,shivamvidyamandir1982@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1105600000768,72.8935349995844",
SHIWAI VIDYMANDIR MAR,S-WARD,"H.D. KOPARKAR MARG, BHANDUP E. MUMBAI. 400042",022-25669950,1,4,3-Co-educational,vidyavaibhavsm.org,shivaividyamandir@yahoo.co.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.153178999272,72.9461100000063",
SHRAMIK VIDYALAYA LP,K/E,"Meghwadi,Near meghwadi police station, jogeshwari-east",022-28378852,1,4,3-Co-educational,www.shramikvidyalaya.com,shramikvidyalaya1983@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1328170001739,72.862431999928",
SHREE GHANSHYAMDAS PODDAR VIDYALAYA,K/E,J B Nagar Andheri East Mumbai 400059,022-28228659,1,4,3-Co-educational,education.maharashtra.gov.in/saral/27220400134,sgpvpri@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1115429994733,72.8680089992462",
SHREE GUJRATI SAMAJ VIDYALAYA,L- WARD,531 Subhash Nagar Kurla W,022-26548602,1,4,3-Co-educational,,shreegsvidyalaya@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0678069997364,72.8775000001459",
SHREE KRISHANA VIDYALYA,R / C,Shri Krishna Nagar Borivali - East,022-28975332,1,4,3-Co-educational,,shreekrishnavidyalay2607@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2333190000047,72.8665369998131",
SHREE RAGHVIR PRATHAMIK VIDYA,R/S-WARD,Hanuman Nagar Narsi Pada Kandivali East Mumbai- 400101,022-28875640,1,4,3-Co-educational,www.education.maharashtra.gov.in/saral/27220200334,raghubirschool@yahoo.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2023750004267,72.864820000151",
SHREE RAM WELFARE SOCIETY HIGH SCHOOL,K/E,Shree Ram Nagar Opp S V Road Andheri west Mumbai 400 058,022-26208434,1,4,3-Co-educational,srws.org.in,srwsprimary@yahoo.in,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1180759995433,72.8409599993079",
SHREE SIDDHIVINAYAK VIDYANIDHI SHISHU MANDIR,K/W,"Vidyanidhi Bhanvan1 Vidyanidhi Marga, J.V.P.D.Schme, Juhu. Mumbai 400 049.",022-6154633,1,4,3-Co-educational,,ssvidyanidhi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1119179997533,72.8327099994063",
SHREE VILASRAO B HINDI,R / N,Shivaji chowk s.n.dubey road rawal pada dahisar east,022-28977944,1,4,3-Co-educational,,bbupri@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2479059996566,72.8678070000149",
